"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"ILMN_1759312",-1.33743598524688,7.49126891618041,-16.9497833280288,3.77679479352119e-40,1.1304090239596e-37,80.6926383678742,"AMPD1","adenosine monophosphate deaminase 1"
"ILMN_1771734",0.853821034174157,9.63502149446907,16.9091652077137,4.99067820704334e-40,1.48433441767974e-37,80.4161042027043,"GMPS","guanine monophosphate synthase"
"ILMN_1773262",1.03391890287135,6.94684186524742,16.9054066275392,5.12109124934379e-40,1.51360253238418e-37,80.39050842172,"ESM1","endothelial cell specific molecule 1"
"ILMN_1815745",1.13694013407104,9.67180038107217,16.8926133109534,5.59111437841277e-40,1.64225962083938e-37,80.3033778340782,"SOX4","SRY-box transcription factor 4"
"ILMN_1746252",0.884759322688756,10.8547065777371,16.8878658965657,5.77632327006909e-40,1.68618720642943e-37,80.271041554104,"POLD2","DNA polymerase delta 2, accessory subunit"
"ILMN_1718984",-3.48305277782839,11.1305918139278,-16.876734379441,6.23505259819972e-40,1.80893029060653e-37,80.1952137814589,"FCGBP","Fc gamma binding protein"
"ILMN_1808824",1.15264526606693,8.05913616731443,16.8714965492703,6.46335787527931e-40,1.86373288976804e-37,80.159530270663,"NEBL","nebulette"
"ILMN_1795679",-1.29883411738128,7.86869077742268,-16.8689227512646,6.57859366929512e-40,1.88546481588465e-37,80.1419950698487,"STMN2","stathmin 2"
"ILMN_1804851",0.938799881402375,9.47097154442268,16.8566041049297,7.15928164359869e-40,2.03953270437218e-37,80.0580611378469,"MRPS17","mitochondrial ribosomal protein S17"
"ILMN_1689329",1.69839021114707,10.8867691588866,16.8495736340626,7.51342409097635e-40,2.12760374408546e-37,80.0101530686702,"SCD","stearoyl-CoA desaturase"
"ILMN_1691290",1.10855977411011,7.41153064607216,16.8410536248079,7.96619995156676e-40,2.23090556221082e-37,79.952089442315,"CELSR3","cadherin EGF LAG seven-pass G-type receptor 3"
"ILMN_1733627",-1.20154531426585,8.62929806468557,-16.8409371707666,7.97257432889888e-40,2.23090556221082e-37,79.9512957708801,"NEDD4L","NEDD4 like E3 ubiquitin protein ligase"
"ILMN_1725090",2.45309176944756,9.06903208547938,16.8338123048931,8.37244719374587e-40,2.3290178105426e-37,79.9027354684687,"CTHRC1","collagen triple helix repeat containing 1"
"ILMN_1808713",-2.50905614353424,9.39179233123711,-16.8156726189699,9.48357067521362e-40,2.60743056529565e-37,79.7790841126194,"HSD17B2","hydroxysteroid 17-beta dehydrogenase 2"
"ILMN_3244521",-0.779837269245307,8.51774984192268,-16.8160687041994,9.45779836325905e-40,2.60743056529565e-37,79.7817843561015,"LINC00294","long intergenic non-protein coding RNA 294"
"ILMN_2170515",0.696393015151961,7.64285326559794,16.8125591255147,9.68862341362656e-40,2.64841041173641e-37,79.7578579663021,"NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1"
"ILMN_1768004",-1.25451363464236,8.32795344375773,-16.802875931624,1.03551731925532e-39,2.8143456337692e-37,79.691838150982,"PDCD4","programmed cell death 4"
"ILMN_3212373",0.869676120895992,8.93103362772165,16.7967852996944,1.07977645374981e-39,2.9178644855902e-37,79.650308526089,NA,NA
"ILMN_1668605",-1.27704468512687,8.96182808791753,-16.7901440674146,1.13019908888684e-39,3.03676789281016e-37,79.6050212152673,"NAAA","N-acylethanolamine acid amidase"
"ILMN_2120210",-1.38958549168398,8.82973100274742,-16.7860140617235,1.16273815387798e-39,3.10654730490902e-37,79.5768564766572,"RCAN2","regulator of calcineurin 2"
"ILMN_1656196",0.604297815382058,7.76453986192268,16.7851920482857,1.16932567214752e-39,3.10659612560989e-37,79.5712505618817,"E2F6","E2F transcription factor 6"
"ILMN_2339294",-1.26932165376457,8.01269296769588,-16.7736771831771,1.26563267003185e-39,3.34367424389977e-37,79.4927165966112,"LILRB5","leukocyte immunoglobulin like receptor B5"
"ILMN_2097858",-0.887811806762787,9.73656457193814,-16.767457716668,1.32091485581649e-39,3.47033686286453e-37,79.4502940788979,"CIPC","CLOCK interacting pacemaker"
"ILMN_1709044",1.03440226115751,7.79099576034021,16.7664640094495,1.32996890675015e-39,3.47481931492899e-37,79.4435157930784,"TGIF2","TGFB induced factor homeobox 2"
"ILMN_1787280",0.709775261602952,6.98016684718041,16.7293115861806,1.71704654566108e-39,4.46149072221497e-37,79.1900355595594,"AUNIP","aurora kinase A and ninein interacting protein"
"ILMN_2052790",0.598252484424471,11.7490214823711,16.7261100445292,1.75527164934804e-39,4.53589050806932e-37,79.168187301973,"NONO","non-POU domain containing octamer binding"
"ILMN_1726839",0.897226851495736,9.16234846269588,16.7247300632123,1.77200984979561e-39,4.554257923741e-37,79.1587696583652,"DCUN1D5","defective in cullin neddylation 1 domain containing 5"
"ILMN_1674817",-1.48289861833178,9.05413654584021,-16.7185945393594,1.84838644552168e-39,4.72487540587678e-37,79.1168961483246,"C1orf115","chromosome 1 open reading frame 115"
"ILMN_1694011",1.01912139585258,6.95353627781443,16.7055029201788,2.02255942598217e-39,5.14230297068262e-37,79.0275391085199,"WNT2","Wnt family member 2"
"ILMN_2087528",0.616293938958151,9.83731772929897,16.7041873771918,2.04094602949945e-39,5.16130148315662e-37,79.0185591128558,"CPSF3","cleavage and polyadenylation specific factor 3"
"ILMN_1732923",-0.952464790865253,9.61635406675773,-16.7003145641522,2.09605182575494e-39,5.2724622787208e-37,78.9921222180721,"SIPA1L2","signal induced proliferation associated 1 like 2"
"ILMN_1767253",0.741456572584195,7.74330784902577,16.6951960773639,2.17117524615715e-39,5.43253319527891e-37,78.9571802222226,"RRP12","ribosomal RNA processing 12 homolog"
"ILMN_1744786",-1.34646691857531,7.6018928316134,-16.6690413195381,2.59927874338166e-39,6.46946798813257e-37,78.7785997985825,"SAGE1","sarcoma antigen 1"
"ILMN_1665884",-1.79842280371362,8.39589814094845,-16.657156838118,2.8208149409619e-39,6.91172738642944e-37,78.6974370538585,"REP15","RAB15 effector protein"
"ILMN_1711450",1.00191607407648,9.36782237834536,16.6580233882734,2.80404120062841e-39,6.91172738642944e-37,78.7033553561624,"NELFCD","negative elongation factor complex member C/D"
"ILMN_1736597",1.00755646270274,10.8406922278505,16.6578183776377,2.80800053069539e-39,6.91172738642944e-37,78.7019551943904,"TKT","transketolase"
"ILMN_1694840",-1.93035900618847,10.2813389565052,-16.6467265317657,3.03077543578911e-39,7.38790568858078e-37,78.6261963689575,"MATN2","matrilin 2"
"ILMN_1756701",-1.79867060358696,10.0807215128093,-16.6420858342313,3.12915645360702e-39,7.58860557390133e-37,78.5944969698467,"DHRS11","dehydrogenase/reductase 11"
"ILMN_1741133",1.25102362735086,11.3385679570515,16.634395689589,3.29927697142154e-39,7.9603473458431e-37,78.5419639604872,"NME1","NME/NM23 nucleoside diphosphate kinase 1"
"ILMN_2171023",-0.754117838632702,7.02920381204124,-16.6218535819241,3.59683498210827e-39,8.63422976161929e-37,78.4562764702619,"LGI1","leucine rich glioma inactivated 1"
"ILMN_1676555",0.431156420762351,6.96507460120619,16.605860233805,4.01558792025644e-39,9.54257048989584e-37,78.3469927784646,"IFT56","intraflagellar transport 56"
"ILMN_2396982",0.937066927631259,8.47018919785567,16.6060490037375,4.0103711551972e-39,9.54257048989584e-37,78.3482827702575,"BCL2L12","BCL2 like 12"
"ILMN_1753249",0.716016142203573,8.73798326830928,16.6005886700473,4.16404818060755e-39,9.84589192304655e-37,78.31096754952,"DDX10","DEAD-box helicase 10"
"ILMN_1680955",1.31578757096269,9.01311479041753,16.5872290476934,4.56537854223226e-39,1.07411319035902e-36,78.2196600826442,"AURKA","aurora kinase A"
"ILMN_1724396",-2.9511210671766,8.81190916442268,-16.5656526383133,5.2969750886077e-39,1.24006906901118e-36,78.0721658483119,"GCG","glucagon"
"ILMN_1746465",0.715425264708176,7.08118688828866,16.5532376878472,5.77001721087384e-39,1.33944272320022e-36,77.9872825963437,"FJX1","four-jointed box kinase 1"
"ILMN_1767894",0.769106084018096,8.8199360540567,16.5530345490842,5.77809929229951e-39,1.33944272320022e-36,77.9858936039967,"POLB","DNA polymerase beta"
"ILMN_1673639",-1.80474849202231,8.60154851684021,-16.5456374193926,6.08025489982571e-39,1.40261099615979e-36,77.9353124959366,"ABI3BP","ABI family member 3 binding protein"
"ILMN_1652677",0.611715599023419,7.18453513416495,16.530104538054,6.76723834326967e-39,1.55350825851079e-36,77.8290863333698,"FAM89A","family with sequence similarity 89 member A"
"ILMN_1665208",-1.2717339507023,7.51109923642784,-16.5211297787365,7.19906851628019e-39,1.64465676393667e-36,77.7677016227748,NA,NA
"ILMN_1801119",-0.853672595720718,7.94465617707217,-16.5169273784003,7.41065431890317e-39,1.68485501317755e-36,77.7389563858422,"BCL2","BCL2 apoptosis regulator"
"ILMN_1810901",0.840023440552338,7.6149781914433,16.4838617561382,9.30809692365846e-39,2.10612394028617e-36,77.5127355159244,"RNASEH2A","ribonuclease H2 subunit A"
"ILMN_2389155",-1.2764710446579,10.1485126547371,-16.480186513357,9.54700961670419e-39,2.14989564178067e-36,77.4875860984056,"UGP2","UDP-glucose pyrophosphorylase 2"
"ILMN_2143795",1.25061169616306,9.42000621112887,16.4668584908873,1.04661060073719e-38,2.34569740800292e-36,77.3963751025303,"CYTOR","cytoskeleton regulator RNA"
"ILMN_2143795",1.25061169616306,9.42000621112887,16.4668584908873,1.04661060073719e-38,2.34569740800292e-36,77.3963751025303,"MIR4435-2HG","MIR4435-2 host gene"
"ILMN_2103107",-2.76326117428038,11.2289993392784,-16.4624424695007,1.07897767081382e-38,2.40683273833895e-36,77.3661509679816,"ADAMDEC1","ADAM like decysin 1"
"ILMN_2150586",-0.407005884941722,6.80033559259794,-16.4439401229603,1.22585542569278e-38,2.70891135892578e-36,77.2395017295982,"ZNF536","zinc finger protein 536"
"ILMN_2391512",-1.22165326256266,8.56596461737629,-16.4443923291715,1.22203731868462e-38,2.70891135892578e-36,77.2425973948947,"NAAA","N-acylethanolamine acid amidase"
"ILMN_1661264",0.989704193516925,10.0799465390722,16.438386612228,1.27373119908302e-38,2.80161620486679e-36,77.201482883173,"SHMT2","serine hydroxymethyltransferase 2"
"ILMN_1776905",-2.25596361774769,9.3558873497268,-16.4323346051093,1.32803930251818e-38,2.90754530630021e-36,77.1600488249168,"TMEM236","transmembrane protein 236"
"ILMN_1656540",0.619097799750473,7.3806099885567,16.4240292424019,1.40636312444765e-38,3.0648346615267e-36,77.1031832228709,"RUVBL1","RuvB like AAA ATPase 1"
"ILMN_1702197",1.24775746303075,7.98619739454639,16.423189030975,1.41454000719573e-38,3.06851362111405e-36,77.0974301402758,"SAPCD2","suppressor APC domain containing 2"
"ILMN_1720501",-0.506561553189139,7.03791438037629,-16.4167367268502,1.4789409674812e-38,3.19356704804502e-36,77.0532483240504,"ABCA9","ATP binding cassette subfamily A member 9"
"ILMN_3244114",-1.60063942218171,9.07620718700515,-16.4158874184924,1.48763386311025e-38,3.19773660847653e-36,77.0474325054638,"DHRS11","dehydrogenase/reductase 11"
"ILMN_1758457",0.78686445603264,7.60623642851546,16.4148941849251,1.49786480707796e-38,3.20515958039442e-36,77.0406310625532,"TBC1D16","TBC1 domain family member 16"
"ILMN_1655915",2.27074341832323,8.03407076276289,16.408865221546,1.56149682544318e-38,3.32626958897333e-36,76.9993445340656,"MMP11","matrix metallopeptidase 11"
"ILMN_1736816",0.878883500386063,7.30687082115464,16.4033254967193,1.62234928587899e-38,3.4301451852175e-36,76.9614060189893,"SKA3","spindle and kinetochore associated complex subunit 3"
"ILMN_1763091",-0.706089315581753,9.45603240536082,-16.4031096814458,1.62476743812375e-38,3.4301451852175e-36,76.9599279747301,"MIDEAS","mitotic deacetylase associated SANT domain protein"
"ILMN_1804737",-0.973922416145523,9.31154389652062,-16.3946036099655,1.72300635129703e-38,3.62137646012607e-36,76.9016701648038,"RAVER2","ribonucleoprotein, PTB binding 2"
"ILMN_1683450",1.34896407844811,8.64979529036598,16.3771917055777,1.94304735260913e-38,4.06578359756132e-36,76.7824004232326,"CDCA5","cell division cycle associated 5"
"ILMN_1656129",0.741526938356308,7.59189646849485,16.3709046106697,2.02923711258182e-38,4.22742832836978e-36,76.7393291522154,"SLC39A10","solute carrier family 39 member 10"
"ILMN_1701308",2.52022382359663,10.4482833660412,16.3597601735794,2.19153307946881e-38,4.54550874245965e-36,76.6629745625041,"COL1A1","collagen type I alpha 1 chain"
"ILMN_2289924",-0.694606583570542,9.20763182175773,-16.3528030130356,2.2993768078215e-38,4.74836372235278e-36,76.6153040535308,"TRAK1","trafficking kinesin protein 1"
"ILMN_1720461",-1.20516906207437,7.5757006337732,-16.3459231230569,2.41124868076359e-38,4.95773696144827e-36,76.568159629808,"SLC17A4","solute carrier family 17 member 4"
"ILMN_1714891",-0.852270477485292,7.23186030804639,-16.3372520723916,2.56004355227837e-38,5.24088569641749e-36,76.5087365157182,"OR2A14","olfactory receptor family 2 subfamily A member 14"
"ILMN_1703075",-2.31804740012032,8.2299485357835,-16.326312425978,2.76095735261537e-38,5.62783074160263e-36,76.4337590435437,"PYY","peptide YY"
"ILMN_2389013",0.852232418991226,8.4537141488866,16.3149888061743,2.98557191536065e-38,6.05955776297876e-36,76.3561410544365,"ADRM1","ADRM1 26S proteasome ubiquitin receptor"
"ILMN_1725338",-1.92760778603608,10.2787388107062,-16.2936437273608,3.4599319712344e-38,6.9923155093878e-36,76.209806351617,"CLDN23","claudin 23"
"ILMN_1764309",-3.22264097873982,10.932079222067,-16.2647205970179,4.22537404291165e-38,8.50289099954434e-36,76.0114684764176,"ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide"
"ILMN_1821176",-1.13810410591298,8.59312634060825,-16.2571522666577,4.45227145877897e-38,8.9215219188838e-36,75.9595597479663,"RNF125","ring finger protein 125"
"ILMN_1662640",-1.85748775048251,9.34896875612887,-16.2456792222949,4.81971556367849e-38,9.57678809912553e-36,75.8808623283939,"MT1E","metallothionein 1E"
"ILMN_1662640",-1.85748775048251,9.34896875612887,-16.2456792222949,4.81971556367849e-38,9.57678809912553e-36,75.8808623283939,"MT1JP","metallothionein 1J, pseudogene"
"ILMN_1811598",-1.19123754276945,7.41945673013402,-16.2456771862595,4.8197833952038e-38,9.57678809912553e-36,75.8808483617487,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"ILMN_2405628",1.09798548562671,8.71820937210825,16.2234953182895,5.61854708912649e-38,1.1117200495598e-35,75.7286699685231,"TOP1MT","DNA topoisomerase I mitochondrial"
"ILMN_1814296",-2.41388767857409,8.74766188936082,-16.1925494468422,6.95915809897836e-38,1.37124411041953e-35,75.5163102586161,"TRPM6","transient receptor potential cation channel subfamily M member 6"
"ILMN_1700811",0.548891343516817,7.27489396010825,16.1855605042992,7.30379971142142e-38,1.43318127947352e-35,75.468341097385,"UBFD1","ubiquitin family domain containing 1"
"ILMN_3251592",0.963586378248528,7.42784561804639,16.1723893922519,8.00043789129698e-38,1.56339135487369e-35,75.3779311867713,"SAPCD2","suppressor APC domain containing 2"
"ILMN_1763638",-0.945027213983121,8.99284026561856,-16.1688563884883,8.19836883978577e-38,1.59547680013773e-35,75.3536777558542,"BCAR3","BCAR3 adaptor protein, NSP family member"
"ILMN_2306540",-1.80143742532801,9.27613914856701,-16.1669764732697,8.30567930828987e-38,1.60973596102061e-35,75.3407721373526,"PDE9A","phosphodiesterase 9A"
"ILMN_1711807",-0.534025357434007,6.94657653475773,-16.1620884920331,8.59132749517393e-38,1.65830153978276e-35,75.3072150373406,"ADGRL3","adhesion G protein-coupled receptor L3"
"ILMN_1674522",-1.04858203141969,12.0790888986598,-16.148264734847,9.45355458372103e-38,1.81731136692751e-35,75.2123031681273,"HIGD1A","HIG1 hypoxia inducible domain family member 1A"
"ILMN_1790106",-1.2069010942472,8.05308562839691,-16.1278073771162,1.08910898245532e-37,2.08518071985069e-35,75.0718226530888,"PLP1","proteolipid protein 1"
"ILMN_1699022",-1.07528041001809,8.75277796444845,-16.1233979011843,1.12285524914319e-37,2.14112196499924e-35,75.041539184486,"ENDOD1","endonuclease domain containing 1"
"ILMN_3241234",1.31651493935209,10.5975235858299,16.1171387297162,1.17256333867927e-37,2.22692852554789e-35,74.9985501432181,"S100A11","S100 calcium binding protein A11"
"ILMN_1768575",-1.63274439587102,7.94734814118557,-16.1003576935578,1.3169788150402e-37,2.49119712653004e-35,74.8832824424515,"SFTPD","surfactant protein D"
"ILMN_1684982",-2.40229416523821,10.0156103746649,-16.0724848731241,1.59727543054775e-37,3.0093687295061e-35,74.6917853598568,"PDK4","pyruvate dehydrogenase kinase 4"
"ILMN_2057479",1.06253209972494,7.02232912095876,16.0698476284426,1.62670928316054e-37,3.05266198415324e-35,74.6736638470034,"EGFL6","EGF like domain multiple 6"
"ILMN_1713892",-1.11515120828705,11.1940055138454,-16.0646882658012,1.68587197004178e-37,3.15118124360773e-35,74.6382105965703,"SMIM14","small integral membrane protein 14"
"ILMN_1662964",0.75376103985093,9.15167602741753,16.0550614833636,1.80208440872321e-37,3.35514061765829e-35,74.5720542672073,"PRMT3","protein arginine methyltransferase 3"
"ILMN_1692198",0.558373388643131,6.93484929063918,16.0490256012294,1.87900570088213e-37,3.48463449391042e-35,74.5305719556721,"GTF2IRD1","GTF2I repeat domain containing 1"
"ILMN_1776515",-0.70186741482185,9.30628282775258,-16.0460723087952,1.91783181320746e-37,3.54274478306956e-35,74.5102742500032,"MPPE1","metallophosphoesterase 1"
"ILMN_1706149",0.811265268956713,7.80493825940722,16.0419613138645,1.97321898626891e-37,3.63087649263256e-35,74.4820188279996,"PDCD2L","programmed cell death 2 like"
"ILMN_1774330",-0.920370980393387,7.48510283807216,-16.0343404340608,2.08016640070257e-37,3.81283213524126e-35,74.4296366232341,"WSCD1","WSC domain containing 1"
"ILMN_2341793",0.72250516600622,11.1425096201546,16.0186746671007,2.3185905021845e-37,4.23344188603494e-35,74.3219461161426,"CCT7","chaperonin containing TCP1 subunit 7"
"ILMN_2366654",-1.27663399728926,8.29863535704639,-16.0064459518733,2.52356978843755e-37,4.58998520366199e-35,74.2378719107861,"NR5A2","nuclear receptor subfamily 5 group A member 2"
"ILMN_1776577",0.838315887052731,7.788298719,15.9963934853026,2.70559128450405e-37,4.90219968751712e-35,74.1687526240468,"DSCC1","DNA replication and sister chromatid cohesion 1"
"ILMN_1791447",-2.20511424652747,9.50044063674227,-15.995662582996,2.71932747672971e-37,4.90828230437207e-35,74.1637267974297,"CXCL12","C-X-C motif chemokine ligand 12"
"ILMN_1760280",0.933714218337775,9.16505947907732,15.9870820957812,2.88590272977534e-37,5.18913840650478e-35,74.1047231728456,"NXT1","nuclear transport factor 2 like export factor 1"
"ILMN_1667087",-0.85306215217316,7.34332211235052,-15.9859975531685,2.90767196113201e-37,5.20847753946715e-35,74.0972649970311,NA,NA
"ILMN_1766712",-1.09439574261894,8.05454843506186,-15.9794482376559,3.04267085217785e-37,5.42973224903738e-35,74.0522251313028,"TCF21","transcription factor 21"
